個人
"仕訳日記帳"
00000125,"マジック                          "
"自27年 1月 1日","至27年12月31日","月分",
"日付","決修","伝票番号","部門コード","借方コード","借方名称","借方枝番","借方枝番摘要","貸方コード","貸方名称","貸方枝番","貸方枝番摘要","金額","摘要","税区分","対価","仕入区分","売上業種区分","消費税科目","売仕区分","ダミー3"
H27.9.30,0,,"",196,"店　主　勘　定",,,716,"福　利　厚生費",2,"共　通：",1624,"共　通：食事代３０％自己否認",11,,,,貸,仕,
H27.9.30,0,,"",101,"現　　　　　金",,,196,"店　主　勘　定",,,49942,"原　悦子",,,,,,,
H27.9.30,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,40000,"仲西シゲ子　洋服修理代",11,,,,借,仕,
H27.10.1,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,510,"事業用：川崎新城〒　レターパック代",11,,,,借,仕,
H27.10.1,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"福家書店　書籍代",11,,,,借,仕,
H27.10.2,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,404,"イオン東神奈川店　チャコ代",11,,,,借,仕,
H27.10.2,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,468,"横浜西神奈川〒　切手代",11,,,,借,仕,
H27.10.2,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,1080,"横浜西神奈川〒　レターパック代",11,,,,借,仕,
H27.10.2,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：シァルプラット　従業員早朝出勤食事代",11,,,,借,仕,
H27.10.3,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,108,"１００円ショップトップ　店用消耗品代",11,,,,借,仕,
H27.10.3,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：神戸屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.10.4,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,244,"共　通：神戸屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.10.6,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.10.6,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"冨士電物流㈱　タクシー代",11,,,,借,仕,
H27.10.8,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,510,"横浜西神奈川〒　レターパック代",11,,,,借,仕,
H27.10.9,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：神戸屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.10.10,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"神奈川タクシーセンター　タクシー代",11,,,,借,仕,
H27.10.11,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,2271,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.10.11,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,1106,"イオン東神奈川店　FAXインクリボン代",11,,,,借,仕,
H27.10.11,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,591,"事業用：㈱髙島屋　従業員お茶代",11,,,,借,仕,
H27.10.12,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,2570,"マツヤ木曽　接待飲食代",11,,,,借,仕,
H27.10.12,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,440,"事業用：ドトールコーヒー　従業員お茶代",11,,,,借,仕,
H27.10.13,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"神奈川都市交通　タクシー代",11,,,,借,仕,
H27.10.19,0,,"",314,"未　　払　　金",7,"駐車場：大久保駐車場",101,"現　　　　　金",,,25000,"月分駐車場：大久保駐車場",,,,,,,
H27.10.19,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,7540,"西小野和美　下請加工代",11,,,,借,仕,
H27.10.20,0,,"",718,"運　　　　　賃",,,101,"現　　　　　金",,,2397,"ヤマト運輸㈱　宅急便代",11,,,,借,仕,
H27.10.20,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,220,"事業用：ドトールコーヒー　従業員お茶代",11,,,,借,仕,
H27.10.21,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,3185,"セルフ反町SS　ガソリン代",11,,,,借,仕,
H27.10.22,0,,"",531,"仕　　損　　費",,,101,"現　　　　　金",,,2786,"イオン東神奈川店　パンツ破損弁償代",11,,,,借,仕,
H27.10.22,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,583,"共　通：サンマルクカフェ　従業員早朝出勤食事代",11,,,,借,仕,
H27.10.22,0,,"",189,"社　会　保険料",1,"国民健康保険料",101,"現　　　　　金",,,33800,"国民健康保険料",,,,,,,
H27.10.22,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,7000,"原昭夫　川崎市　市民税・県民税　第３期",,,,,,,
H27.10.22,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,27000,"原悦子　川崎市　市民税・県民税　第３期",,,,,,,
H27.10.23,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,861,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.10.23,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,500,"共　通：カフェドアン　従業員早朝出勤食事代",11,,,,借,仕,
H27.10.24,0,,"",314,"未　　払　　金",6,"駐車場：宮田千鶴子",101,"現　　　　　金",,,16000,"月分駐車場：宮田千鶴子",,,,,,,
H27.10.24,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,216,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.10.24,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"福家書店　書籍代",11,,,,借,仕,
H27.10.25,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,220,"事業用：ドトールコーヒー　従業員お茶代",11,,,,借,仕,
H27.10.26,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,1100,"ドトールコーヒー　接待飲食代",11,,,,借,仕,
H27.10.27,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"イマイタクシー　タクシー代",11,,,,借,仕,
H27.10.28,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,756,"１００円ショップトップ　店用消耗品代",11,,,,借,仕,
H27.10.28,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"リブロ　書籍代",11,,,,借,仕,
H27.10.29,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,7800,"事業用：野辺地〒　年賀ハガキ代",11,,,,借,仕,
H27.10.29,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,5400,"せんのき　接待飲食代",11,,,,借,仕,
H27.10.30,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,457,"イオン東神奈川店　付属品仕入",11,,,,借,仕,
H27.10.30,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,1100,"Ｅｉｋｙｕ　駐車料金代",11,,,,借,仕,
H27.10.30,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,500,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.10.30,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,510,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.10.30,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,648,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.10.30,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,5184,"得意先贈答品",11,,,,借,仕,
H27.10.30,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1944,"事業用：やずや　従業員飲み物代",11,,,,借,仕,
H27.10.30,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,38000,"仲西シゲ子　洋服修理代",11,,,,借,仕,
H27.10.31,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,432,"ドトールコーヒー　得意先接待",11,,,,借,仕,
H27.10.31,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.10.1,0,,"",729,"地　代　家　賃",2,"駐車場：宮田千鶴子",314,"未　　払　　金",6,"駐車場：宮田千鶴子",16000,"１０月分駐車場：宮田千鶴子",11,,,,借,仕,
H27.10.1,0,,"",729,"地　代　家　賃",3,"駐車場：大久保駐車場",314,"未　　払　　金",7,"駐車場：大久保駐車場",25000,"１０月分駐車場：大久保駐車場",11,,,,借,仕,
H27.10.31,0,,"",734,"減　価　償却費",,,223,"減価償却累計額",,,27842,"減価償却仮計上",4,,,,借貸,仕,
H27.10.31,0,,"",721,"旅　費　交通費",,,196,"店　主　勘　定",,,11180,"９／１〜９／３０　通勤高速代",11,,,,借,仕,
H27.10.31,0,,"",743,"専従者　給　与",1,"原昭夫",101,"現　　　　　金",,,80000,"１０月分原昭夫",2,,,,借,仕,
H27.10.31,0,,"",720,"雑　　　　　給",111,"鈴木未央",999,"諸　　　　　口",,,72900,"１０月分鈴木未央",4,,,,借,仕,
H27.10.31,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,2040,"１０月分鈴木未央・通勤費",11,,,,借,仕,
H27.10.31,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,74940,"１０月分鈴木未央",,,,,,,
H27.10.31,0,,"",720,"雑　　　　　給",108,"利根川清子",999,"諸　　　　　口",,,12400,"１０月分利根川清子",4,,,,借,仕,
H27.10.31,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,3000,"１０月分利根川清子・通勤費",11,,,,借,仕,
H27.10.31,0,,"",999,"諸　　　　　口",,,316,"預　　り　　金",1,"・給与源泉所得税",379,"１０月分利根川清子・給与源泉所得税",,,,,,,
H27.10.31,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,15021,"１０月分利根川清子",,,,,,,
H27.10.2,0,,"",314,"未　　払　　金",8,"トヨタ　アクア",121,"横浜　普通預金",,,44000,"トヨタ　アクア",,,,,,,
H27.10.3,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,8000,"現金引き出し",,,,,,,
H27.10.3,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,216,"横浜銀行　手数料",11,,,,借,仕,
H27.10.19,0,,"",121,"横浜　普通預金",,,166,"売　　掛　　金",,,610997,"９月分リフォームＳ㈱",,,,,,,
H27.10.19,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,450000,"現金引き出し",,,,,,,
H27.10.19,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.10.24,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,30000,"現金引き出し",,,,,,,
H27.10.24,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,216,"横浜銀行　手数料",11,,,,借,仕,
H27.10.26,0,,"",732,"保　　険　　料",,,121,"横浜　普通預金",,,2660,"ニッセイ同和損保　自動車保険",2,,,,借,仕,
H27.10.28,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,21600,"月分さくら中央税理士法人",11,,,,借,仕,
H27.10.28,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,50000,"現金引き出し",,,,,,,
H27.10.28,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.10.28,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,10000,"現金引き出し",,,,,,,
H27.11.2,0,,"",314,"未　　払　　金",8,"トヨタ　アクア",121,"横浜　普通預金",,,44000,"トヨタ　アクア",,,,,,,
H27.11.4,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,3000,"現金引き出し",,,,,,,
H27.11.4,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.10.5,0,,"",723,"通　　信　　費",2,"共　通：",196,"店　主　勘　定",,,1902,"共　通：９月分　ＮＴＴ　自宅電話代",11,,,,借,仕,
H27.10.7,0,,"",831,"賃　　借　　料",2,"共　通：",196,"店　主　勘　定",,,19700,"共　通：月分自宅家賃",2,,,,借,仕,
H27.10.29,0,,"",724,"水　道　光熱費",2,"共　通：",196,"店　主　勘　定",,,4544,"共　通：月分　東京電力　自宅電気代",11,,,,借,仕,
H27.11.2,0,,"",723,"通　　信　　費",3,"ドコモ　携帯電話代",196,"店　主　勘　定",,,23422,"共　通：月分　ドコモ　携帯電話代",11,,,,借,仕,
H27.11.5,0,,"",723,"通　　信　　費",2,"共　通：",196,"店　主　勘　定",,,2334,"共　通：月分　ＮＴＴ　自宅電話代",11,,,,借,仕,
H27.11.7,0,,"",831,"賃　　借　　料",2,"共　通：",196,"店　主　勘　定",,,19700,"共　通：月分自宅家賃",2,,,,借,仕,
H27.10.31,0,,"",196,"店　主　勘　定",,,723,"通　　信　　費",2,"共　通：",570,"共　通：９月分　ＮＴＴ　自宅電話代　３０％経費不算入",11,,,,貸,仕,
H27.10.31,0,,"",196,"店　主　勘　定",,,831,"賃　　借　　料",2,"共　通：",17730,"共　通：月分自宅家賃９０％経費不算入",2,,,,貸,仕,
H27.10.31,0,,"",196,"店　主　勘　定",,,724,"水　道　光熱費",2,"共　通：",3862,"共　通：月分　東京電力　自宅電気代　８５％経費不算入",11,,,,貸,仕,
H27.11.30,0,,"",196,"店　主　勘　定",,,723,"通　　信　　費",3,"ドコモ　携帯電話代",2342,"共　通：月分　ドコモ　携帯電話代　１０％経費不算入",11,,,,貸,仕,
H27.11.30,0,,"",196,"店　主　勘　定",,,723,"通　　信　　費",2,"共　通：",700,"共　通：月分　ＮＴＴ　自宅電話代　３０％経費不算入",11,,,,貸,仕,
H27.11.30,0,,"",196,"店　主　勘　定",,,831,"賃　　借　　料",2,"共　通：",17730,"共　通：月分自宅家賃９０％経費不算入",2,,,,貸,仕,
H27.10.31,0,,"",196,"店　主　勘　定",,,716,"福　利　厚生費",2,"共　通：",1118,"共　通：食事代３０％自己否認＋",11,,,,貸,仕,
H27.10.31,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,170468,"原　悦子",,,,,,,
H27.10.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",1,"　店加工売上",763209,"月分リフォームＳ㈱　店加工売上",11,,,,貸,売,
H27.10.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",2,"　オーダー売上",52596,"月分リフォームＳ㈱　オーダー売上",11,,,,貸,売,
H27.10.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",7,"　服飾（店手配）売上",8820,"月分リフォームＳ㈱　服飾（店手配）売上",11,,,,貸,売,
H27.10.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",9,"　付属品売上",33745,"月分リフォームＳ㈱　付属品売上",11,,,,貸,売,
H27.10.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",13,"　店売商品加工売上",467208,"月分リフォームＳ㈱　店売商品加工売上",11,,,,貸,売,
H27.10.31,0,,"",532,"外　　注　　費",1,"　店加工売上",999,"諸　　　　　口",,,312911,"月分リフォームＳ㈱　店加工売上",11,,,,借,仕,
H27.10.31,0,,"",532,"外　　注　　費",2,"　オーダー売上",999,"諸　　　　　口",,,13149,"月分リフォームＳ㈱　オーダー売上",11,,,,借,仕,
H27.10.31,0,,"",532,"外　　注　　費",7,"　服飾（店手配）売上",999,"諸　　　　　口",,,1763,"月分リフォームＳ㈱　服飾（店手配）売上",11,,,,借,仕,
H27.10.31,0,,"",532,"外　　注　　費",9,"　付属品売上",999,"諸　　　　　口",,,6748,"月分リフォームＳ㈱　付属品売上",11,,,,借,仕,
H27.10.31,0,,"",532,"外　　注　　費",13,"　店売商品加工売上",999,"諸　　　　　口",,,116802,"月分リフォームＳ㈱　店売商品加工売上",11,,,,借,仕,
H27.10.31,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1270,"月分リフォームＳ㈱　共済保険料",2,,,,借,仕,
H27.10.31,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1500,"月分リフォームＳ㈱　損害保険料",2,,,,借,仕,
H27.10.31,0,,"",728,"事　務　用品費",,,999,"諸　　　　　口",,,4104,"月分リフォームＳ㈱　加工承伝票代",11,,,,借,仕,
H27.10.31,0,,"",722,"消　耗　品　費",,,999,"諸　　　　　口",,,8683,"月分リフォームＳ㈱　糸代",11,,,,借,仕,
H27.10.31,0,,"",722,"消　耗　品　費",,,999,"諸　　　　　口",,,972,"月分リフォームＳ㈱　用品袋代",11,,,,借,仕,
H27.10.31,0,,"",722,"消　耗　品　費",,,999,"諸　　　　　口",,,799,"月分リフォームＳ㈱　用品袋Ｍ代",11,,,,借,仕,
H27.10.31,0,,"",727,"販　売　促進費",,,999,"諸　　　　　口",,,12960,"月分リフォームＳ㈱　定額負担金",11,,,,借,仕,
H27.10.31,0,,"",717,"広　告　宣伝費",,,999,"諸　　　　　口",,,7599,"月分リフォームＳ㈱　広告宣伝カレンダー代",11,,,,借,仕,
H27.10.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",65,"月分リフォームＳ㈱　ベネフィット１０％割引負担",11,,,,貸,売,
H27.10.31,0,,"",724,"水　道　光熱費",1,"事業用：",999,"諸　　　　　口",,,12417,"事業用：月分リフォームＳ㈱　店電気代",11,,,,借,仕,
H27.10.31,0,,"",831,"賃　　借　　料",1,"事業用：",999,"諸　　　　　口",,,7020,"事業用：月分リフォームＳ㈱　店舗レジ使用料",11,,,,借,仕,
H27.10.31,0,,"",723,"通　　信　　費",1,"事業用：",999,"諸　　　　　口",,,3248,"事業用：月分リフォームＳ㈱　店電話代",11,,,,借,仕,
H27.10.31,0,,"",166,"売　　掛　　金",,,999,"諸　　　　　口",,,813698,"月分リフォームＳ㈱",,,,,,,
H27.11.1,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,582,"共　通：イオン東神奈川店　従業員早朝出勤食事代",11,,,,借,仕,
H27.11.2,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"ワールド交通㈱　タクシー代",11,,,,借,仕,
H27.11.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,576,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.11.2,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,203,"イオン東神奈川店　ゴム代",11,,,,借,仕,
H27.11.2,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,3412,"セルフ反町ＳＳ　ガソリン代",11,,,,借,仕,
H27.11.3,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,791,"共　通：イオン東神奈川店　従業員早朝出勤食事代",11,,,,借,仕,
H27.11.3,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,5529,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.11.4,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,330,"福家書店　書籍代",11,,,,借,仕,
H27.11.4,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.11.4,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,8040,"西小野和美　洋服修理代",11,,,,借,仕,
H27.11.4,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,1080,"イオン東神奈川店　ストレッチパンツ代",11,,,,借,仕,
H27.11.5,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,939,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.11.5,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,108,"トップ　店用消耗品代",11,,,,借,仕,
H27.11.5,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,460,"事業用：横浜西神奈川〒　年賀はがき代",11,,,,借,仕,
H27.11.5,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,4392,"カメラのキタムラ　年賀状印刷代",11,,,,借,仕,
H27.11.5,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,540,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.11.5,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1620,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.11.7,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,496,"共　通：イオン東神奈川店　従業員早朝出勤食事代",11,,,,借,仕,
H27.11.7,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,5034,"イオン東神奈川店　贈答品代",11,,,,借,仕,
H27.11.7,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,1140,"イオン東神奈川店　ファスナー仕入",11,,,,借,仕,
H27.11.8,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"八重洲タクシー　タクシー代",11,,,,借,仕,
H27.11.8,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,2659,"ユザワヤ　ファスナー仕入",11,,,,借,仕,
H27.11.8,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,307,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.11.9,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,660,"事業用：イオン東神奈川店　従業員お茶代",11,,,,借,仕,
H27.11.9,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,397,"事業用：イオン東神奈川店　従業員水代",11,,,,借,仕,
H27.11.9,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,329,"共　通：イオン東神奈川店　従業員早朝出勤食事代",11,,,,借,仕,
H27.11.9,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,216,"トップ　ピン代",11,,,,借,仕,
H27.11.10,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,3040,"西小野和美　洋服修理代",11,,,,借,仕,
H27.11.10,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,2600,"イオン東神奈川店　店用雑貨代（ビニール）",11,,,,借,仕,
H27.11.10,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,2448,"カメラのキタムラ　ハガキ印刷代",11,,,,借,仕,
H27.11.11,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,977,"事業用：１０月分㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.11.11,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,2862,"事業用：ビーアールエンタープライズ　店用お茶代",11,,,,借,仕,
H27.11.11,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,170,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.11.11,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,324,"トップ　店用消耗品代",11,,,,借,仕,
H27.11.11,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,2671,"セルフ反町ＳＳ　ガソリン代",11,,,,借,仕,
H27.11.11,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,108,"トップ　店用消耗品代",11,,,,借,仕,
H27.11.11,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,444,"イオン東神奈川店　ファスナー仕入",11,,,,借,仕,
H27.11.12,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1180,"事業用：ｅｃｕｔｅ　従業員残業食事代",11,,,,借,仕,
H27.11.12,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,300,"タイムズ２４　駐車場代",11,,,,借,仕,
H27.11.12,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,270,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.11.13,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,2664,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.11.13,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,220,"事業用：ドトールコーヒー　店用お茶代",11,,,,借,仕,
H27.11.16,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,2000,"グリーンオアシス　鋏研ぎ代",11,,,,借,仕,
H27.11.16,0,,"",826,"会　　議　　費",,,101,"現　　　　　金",,,440,"ドトールコーヒー　打合せお茶代",11,,,,借,仕,
H27.11.19,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,3050,"西小野和美　洋服修理代",11,,,,借,仕,
H27.11.19,0,,"",314,"未　　払　　金",7,"駐車場：大久保駐車場",101,"現　　　　　金",,,25000,"月分駐車場：大久保駐車場",,,,,,,
H27.11.19,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,8700,"事業用：日本郵便　レターパック代",11,,,,借,仕,
H27.11.20,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,262,"事業用：イオン東神奈川店　店用お茶代",11,,,,借,仕,
H27.11.20,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,520,"共　通：ほんのり屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.11.20,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,330,"福家書店　書籍代",11,,,,借,仕,
H27.11.20,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,9850,"事業用：元祖ニュータンタンメン本舗　従業員飲食代",11,,,,借,仕,
H27.11.20,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,220,"事業用：ドトールコーヒー　店用お茶代",11,,,,借,仕,
H27.11.20,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1140,"事業用：イオン東神奈川店　水代",11,,,,借,仕,
H27.11.21,0,,"",718,"運　　　　　賃",,,101,"現　　　　　金",,,5420,"ヤマト運輸㈱　商品送付代",11,,,,借,仕,
H27.11.21,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,440,"事業用：ドトールコーヒー　店用お茶代",11,,,,借,仕,
H27.11.22,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,318,"イオン東神奈川店　店用洗剤代",11,,,,借,仕,
H27.11.23,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,3170,"事業用：ｓａｎｗａ　従業員残業食事代",11,,,,借,仕,
H27.11.23,0,,"",826,"会　　議　　費",,,101,"現　　　　　金",,,2750,"共　通：和蘭豆　打合せお茶代",11,,,,借,仕,
H27.11.23,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,1514,"ユザワヤ　生地代",11,,,,借,仕,
H27.11.23,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,3000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.11.23,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,5000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.11.24,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,380,"共　通：イオン東神奈川店　従業員早朝出勤食事代",11,,,,借,仕,
H27.11.24,0,,"",314,"未　　払　　金",6,"駐車場：宮田千鶴子",101,"現　　　　　金",,,16000,"月分駐車場：宮田千鶴子",,,,,,,
